oid,osm_id,highway,access,start_date,active_years,abandoned_date,abandoned,surface
1,113276828,tertiary,,,,,,
2,113276836,residential,,,,,,
3,113276837,residential,,,,,,
4,113276844,residential,,,,,,
5,113277073,residential,,,,,,
6,113277074,residential,,,,,,
7,113277078,residential,,,,,,
8,125509239,residential,,,,,,
9,125509240,residential,,,,,,
10,125509242,residential,,,,,,
11,125509243,residential,,,,,,
12,125509244,residential,,,,,,
13,125509245,residential,,,,,,
14,125509246,residential,,,,,,
15,125509247,residential,,,,,,
16,125509248,residential,,,,,,
17,125509249,residential,,,,,,
18,125509251,residential,,,,,,
19,125509253,residential,,,,,,
20,125509254,residential,,,,,,
21,125509255,unclassified,,,,,,
22,125509256,residential,,,,,,
23,125509257,residential,,,,,,
24,125509259,residential,,,,,,
25,125509260,residential,,,,,,
26,125509261,residential,,,,,,
27,125509262,residential,,,,,,
28,125509264,tertiary,,,,,,
29,125509265,tertiary,,,,,,
30,125509266,residential,,,,,,
31,125509268,residential,,,,,,
32,125509269,residential,,,,,,
33,125509270,residential,,,,,,
34,125509271,residential,,,,,,
35,125509272,tertiary,,,,,,
36,125509273,tertiary,,,,,,
37,125509275,residential,,,,,,
38,125509276,residential,,,,,,
39,125509280,residential,,,,,,
40,125509282,residential,,,,,,
41,125509284,residential,,,,,,
42,125509285,unclassified,,,,,,
43,125509286,residential,,,,,,
44,125509287,residential,,,,,,
45,125509288,residential,,,,,,
46,125509290,residential,,,,,,
47,125509291,residential,,,,,,
48,125509293,unclassified,,,,,,
49,125509295,residential,,,,,,
50,125509296,residential,,,,,,
51,125509297,residential,,,,,,
52,125509298,residential,,,,,,
53,125509299,residential,,,,,,
54,125509302,residential,,,,,,
55,125509303,residential,,,,,,
56,125509304,tertiary,,,,,,
57,125509305,residential,,,,,,
58,125509306,residential,,,,,,
59,125509307,residential,,,,,,
60,125509308,tertiary,,,,,,
61,125509310,tertiary,,,,,,
62,125509311,residential,,,,,,
63,125509312,residential,,,,,,
64,125509314,residential,,,,,,
65,125509315,tertiary,,,,,,
66,125509318,tertiary,,,,,,
67,125509320,tertiary,,,,,,
68,125509324,residential,,,,,,
69,125509326,residential,,,,,,
70,125509329,residential,,,,,,
71,125509331,residential,,,,,,
72,125509336,residential,,,,,,
73,125509341,residential,,,,,,
74,125509347,residential,,,,,,
75,125509350,residential,,,,,,
76,125509354,residential,,,,,,
77,125509360,residential,,,,,,
78,125509366,residential,,,,,,
79,125509367,residential,,,,,,
80,125509369,residential,,,,,,
81,125509370,residential,,,,,,
82,125509371,residential,,,,,,
83,125509372,unclassified,,,,,,
84,125509373,residential,,,,,,
85,125509376,residential,,,,,,
86,125509379,residential,,,,,,
87,125509381,residential,,,,,,
88,125509382,tertiary,,,,,,
89,125509383,residential,,,,,,
90,125509384,residential,,,,,,
91,125509385,residential,,,,,,
92,125509387,residential,,,,,,
93,125509390,residential,,,,,,
94,125509392,residential,,,,,,
95,125509393,residential,,,,,,
96,125509395,residential,,,,,,
97,125509396,residential,,,,,,
98,125509416,residential,,,,,,
99,125509417,residential,,,,,,
100,125509419,residential,,,,,,
101,125509420,residential,,,,,,
102,125509422,residential,,,,,,
103,125509424,residential,,,,,,
104,125509428,residential,,,,,,
105,125509432,residential,,,,,,
106,125509435,residential,,,,,,
107,125509437,residential,,,,,,
108,125509438,residential,,,,,,
109,125509439,residential,,,,,,
110,125509440,residential,,,,,,
111,125509442,unclassified,,,,,,asphalt
112,125509443,residential,,,,,,
113,125509444,residential,,,,,,
114,125509445,residential,,,,,,
115,125509446,residential,,,,,,
116,125509447,residential,,,,,,
117,125509448,residential,,,,,,
118,125509449,residential,,,,,,
119,125509452,residential,,,,,,
120,125509454,residential,,,,,,
121,125509455,residential,,,,,,
122,125509456,residential,,,,,,
123,125509457,residential,,,,,,
124,125509458,residential,,,,,,
125,125509459,secondary,,,,,,asphalt
126,125509460,residential,,,,,,
127,126016546,residential,,,,,,
128,126016547,residential,,,,,,
129,126016548,residential,,,,,,
130,126016549,residential,,,,,,
131,126016550,residential,,,,,,
132,126016551,residential,,,,,,
133,126016552,residential,,,,,,
134,126016553,residential,,,,,,
135,126016554,residential,,,,,,
136,126016555,residential,,,,,,
137,126016556,residential,,,,,,
138,126016557,residential,,,,,,
139,126016558,residential,,,,,,
140,126016559,tertiary,,,,,,
141,126016560,unclassified,,,,,,
142,126016561,unclassified,,,,,,
143,126016562,residential,,,,,,
144,126016563,residential,,,,,,
145,126016564,residential,,,,,,
146,126016565,residential,,,,,,
147,126016566,residential,,,,,,
148,126016567,residential,,,,,,
149,126016568,residential,,,,,,
150,126016569,residential,,,,,,
151,126016570,residential,,,,,,
152,126016571,residential,,,,,,
153,126016572,residential,,,,,,
154,126016573,residential,,,,,,
155,126016574,residential,,,,,,
156,126016576,residential,,,,,,
157,126016577,residential,,,,,,
158,126016578,residential,,,,,,
159,126016579,residential,,,,,,
160,126016580,residential,,,,,,
161,126016581,residential,,,,,,
162,126016582,residential,,,,,,
163,126016583,residential,,,,,,
164,126016584,residential,,,,,,
165,126016585,residential,,,,,,
166,126016586,residential,,,,,,
167,126016587,residential,,,,,,
168,126016588,residential,,,,,,
169,126016589,residential,,,,,,
170,126016590,residential,,,,,,
171,126016591,residential,,,,,,
172,126016592,residential,,,,,,
173,126016593,residential,,,,,,
174,126016594,residential,,,,,,
175,126016595,residential,,,,,,
176,126016596,residential,,,,,,
177,126016599,residential,,,,,,
178,126016600,residential,,,,,,
179,126016601,residential,,,,,,
180,126016602,residential,,,,,,
181,126016603,residential,,,,,,
182,126016604,residential,,,,,,
183,126016605,residential,,,,,,
184,126016606,residential,,,,,,
185,126016607,residential,,,,,,
186,126016608,residential,,,,,,
187,126016609,residential,,,,,,
188,126016610,residential,,,,,,
189,126016611,residential,,,,,,
190,126016612,residential,,,,,,
191,126016613,residential,,,,,,
192,127464651,residential,,,,,,
193,127464652,residential,,,,,,
194,127464653,residential,,,,,,
195,127464654,residential,,,,,,
196,127464655,residential,,,,,,
197,127464656,residential,,,,,,
198,127464657,residential,,,,,,
199,127464658,residential,,,,,,
200,127464659,residential,,,,,,
201,127464660,residential,,,,,,
202,127464661,residential,,,,,,
203,127464662,residential,,,,,,
204,127464663,residential,,,,,,
205,127464664,residential,,,,,,
206,127464665,residential,,,,,,
207,127464666,residential,,,,,,
208,127464667,residential,,,,,,
209,127464668,residential,,,,,,
210,127464669,residential,,,,,,
211,129068878,residential,,,,,,
212,129068879,residential,,,,,,
213,129068881,residential,,,,,,
214,129068882,residential,,,,,,
215,129068883,residential,,,,,,
216,129068884,residential,,,,,,
217,129068885,residential,,,,,,
218,129068886,residential,,,,,,
219,129068887,residential,,,,,,
220,129068888,residential,,,,,,
221,129068889,residential,,,,,,
222,129068891,residential,,,,,,
223,129077673,path,,,,,,
224,129077674,residential,,,,,,
225,129077677,residential,,,,,,
226,129077680,residential,,,,,,
227,129077684,residential,,,,,,
228,129077689,residential,,,,,,
229,129077690,residential,,,,,,
230,129077691,residential,,,,,,
231,129077692,residential,,,,,,
232,129077693,residential,,,,,,
233,129077694,residential,,,,,,
234,129077695,residential,,,,,,
235,129077696,residential,,,,,,
236,129077697,residential,,,,,,
237,129077698,unclassified,,,,,,
238,129077699,residential,,,,,,
239,129077700,residential,,,,,,
240,129077701,residential,,,,,,
241,129077702,residential,,,,,,
242,129077703,residential,,,,,,
243,129077704,residential,,,,,,
244,129077705,residential,,,,,,
245,129077706,residential,,,,,,
246,129077707,residential,,,,,,
247,129077708,residential,,,,,,
248,129077709,residential,,,,,,
249,129077710,residential,,,,,,
250,129077711,residential,,,,,,
251,129077712,residential,,,,,,
252,129077713,residential,,,,,,
253,129077714,residential,,,,,,
254,129077715,residential,,,,,,
255,129077716,residential,,,,,,
256,129077717,residential,,,,,,
257,129077718,residential,,,,,,
258,129077719,residential,,,,,,
259,129077720,residential,,,,,,
260,129077721,residential,,,,,,
261,129077722,residential,,,,,,
262,129077723,residential,,,,,,
263,129077724,unclassified,,,,,,
264,129077725,residential,,,,,,
265,129077726,residential,,,,,,
266,129077727,residential,,,,,,
267,129077728,unclassified,,,,,,
268,129077729,residential,,,,,,
269,129077730,residential,,,,,,
270,129077731,residential,,,,,,
271,129077732,residential,,,,,,
272,129077733,residential,,,,,,
273,129077734,unclassified,,,,,,
274,129077735,residential,,,,,,
275,129077736,unclassified,,,,,,
276,129077737,residential,,,,,,
277,129077738,residential,,,,,,
278,129077739,unclassified,,,,,,
279,129077740,residential,,,,,,
280,129077741,residential,,,,,,
281,129077742,residential,,,,,,
282,129077743,residential,,,,,,
283,129077744,residential,,,,,,
284,129077745,residential,,,,,,
285,129077746,residential,,,,,,
286,129077747,residential,,,,,,
287,129077748,residential,,,,,,
288,129077749,residential,,,,,,
289,129077750,residential,,,,,,
290,129077751,residential,,,,,,
291,129077752,residential,,,,,,
292,129077753,residential,,,,,,
293,129077754,residential,,,,,,
294,129077755,residential,,,,,,
295,129077756,residential,,,,,,
296,129077757,residential,,,,,,
297,129077758,residential,,,,,,
298,129077759,unclassified,,,,,,
299,129077760,residential,,,,,,
300,129077761,residential,,,,,,
301,129077762,residential,,,,,,
302,129077763,residential,,,,,,
303,129077764,residential,,,,,,
304,129077765,residential,,,,,,
305,129077766,residential,,,,,,
306,129077767,residential,,,,,,
307,129077768,unclassified,,,,,,
308,129077769,unclassified,,,,,,
309,129077770,unclassified,,,,,,
310,129077771,residential,,,,,,
311,129077772,residential,,,,,,
312,129077773,residential,,,,,,
313,129077774,residential,,,,,,
314,129077775,residential,,,,,,
315,129077776,residential,,,,,,
316,129077777,residential,,,,,,
317,129077778,residential,,,,,,
318,129077779,residential,,,,,,
319,129077780,residential,,,,,,
320,129077781,residential,,,,,,
321,129077782,residential,,,,,,
322,129077783,residential,,,,,,
323,129079645,residential,,,,,,
324,129079646,residential,,,,,,
325,129079647,residential,,,,,,
326,129079648,residential,,,,,,
327,129079649,residential,,,,,,
328,129079650,residential,,,,,,
329,129079651,residential,,,,,,
330,129079652,residential,,,,,,
331,129079653,residential,,,,,,
332,129079654,residential,,,,,,
333,129079656,residential,,,,,,
334,129079657,residential,,,,,,
335,129079658,unclassified,,,,,,
336,129079659,residential,,,,,,
337,129079660,residential,,,,,,
338,129079661,residential,,,,,,
339,129079662,unclassified,,,,,,
340,129079663,residential,,,,,,
341,129079664,residential,,,,,,
342,129079665,residential,,,,,,
343,129079666,residential,,,,,,
344,129079670,residential,,,,,,
345,129079671,residential,,,,,,
346,129079672,residential,,,,,,
347,129079673,residential,,,,,,
348,129079674,residential,,,,,,
349,129079675,residential,,,,,,
350,129079676,residential,,,,,,
351,129079677,residential,,,,,,
352,129079678,residential,,,,,,
353,129079679,residential,,,,,,
354,129079680,residential,,,,,,
355,129079681,residential,,,,,,
356,129079682,residential,,,,,,
357,129079683,residential,,,,,,
358,129079684,residential,,,,,,
359,129079685,residential,,,,,,
360,129079686,residential,,,,,,
361,129079687,residential,,,,,,
362,129079688,residential,,,,,,
363,129079689,residential,,,,,,
364,129079690,residential,,,,,,
365,129079691,residential,,,,,,
366,129079692,residential,,,,,,
367,129079693,unclassified,,,,,,
368,129079694,residential,,,,,,
369,129079695,residential,,,,,,
370,129079696,residential,,,,,,
371,129079697,residential,,,,,,
372,129079698,residential,,,,,,
373,129079699,residential,,,,,,
374,129079700,residential,,,,,,
375,129079701,residential,,,,,,
376,129079702,residential,,,,,,
377,129079703,residential,,,,,,
378,129079704,unclassified,,,,,,
379,129079705,residential,,,,,,
380,129079706,residential,,,,,,
381,129079707,residential,,,,,,
382,129079708,residential,,,,,,
383,129079709,residential,,,,,,
384,129079710,residential,,,,,,
385,129079711,residential,,,,,,
386,129079712,residential,,,,,,
387,129079713,residential,,,,,,
388,129079714,residential,,,,,,
389,129079715,residential,,,,,,
390,129079716,residential,,,,,,
391,129079717,residential,,,,,,
392,129079718,residential,,,,,,
393,129079719,residential,,,,,,
394,129079720,residential,,,,,,
395,129079721,residential,,,,,,
396,129079722,residential,,,,,,
397,129079723,residential,,,,,,
398,129079724,residential,,,,,,
399,129079725,residential,,,,,,
400,129079726,residential,,,,,,
401,129079727,residential,,,,,,
402,129079728,residential,,,,,,
403,129079729,residential,,,,,,
404,129079730,residential,,,,,,
405,129079731,residential,,,,,,
406,129079732,residential,,,,,,
407,129079733,residential,,,,,,
408,129079734,residential,,,,,,
409,129079735,residential,,,,,,
410,129079736,residential,,,,,,
411,129079737,residential,,,,,,
412,129079738,residential,,,,,,
413,129079739,residential,,,,,,
414,129079740,residential,,,,,,
415,129079741,residential,,,,,,
416,129079742,residential,,,,,,
417,129079743,residential,,,,,,
418,129079744,residential,,,,,,
419,129079745,secondary,,,,,,
420,129079746,secondary,,,,,,asphalt
421,129079747,residential,,,,,,
422,129079748,residential,,,,,,
423,129079749,residential,,,,,,
424,129079750,residential,,,,,,
425,129079751,residential,,,,,,
426,129079752,residential,,,,,,
427,129079753,residential,,,,,,
428,129079754,residential,,,,,,
429,129079755,residential,,,,,,
430,129079756,residential,,,,,,
431,129079757,residential,,,,,,
432,129079758,residential,,,,,,
433,129079759,residential,,,,,,
434,129079760,residential,,,,,,
435,129079761,residential,,,,,,
436,129079762,residential,,,,,,
437,129079763,residential,,,,,,
438,129079852,residential,,,,,,
439,129079853,residential,,,,,,
440,129079854,residential,,,,,,
441,129079855,residential,,,,,,
442,129079856,residential,,,,,,
443,129079857,residential,,,,,,
444,129079858,residential,,,,,,
445,129079859,residential,,,,,,
446,129079860,residential,,,,,,
447,129079861,residential,,,,,,
448,129079862,residential,,,,,,
449,129079863,residential,,,,,,
450,129265792,residential,,,,,,
451,129265793,residential,,,,,,
452,129265795,residential,,,,,,
453,129265796,residential,,,,,,
454,129265797,residential,,,,,,
455,129265798,residential,,,,,,
456,129265799,residential,,,,,,
457,129265800,residential,,,,,,
458,129265801,residential,,,,,,
459,129265802,residential,,,,,,
460,129265803,residential,,,,,,
461,129265804,residential,,,,,,
462,129265805,residential,,,,,,
463,129265806,residential,,,,,,
464,129265807,residential,,,,,,
465,129265808,residential,,,,,,
466,129265809,residential,,,,,,
467,129265810,residential,,,,,,
468,129265811,residential,,,,,,
469,129265812,residential,,,,,,
470,129265813,residential,,,,,,
471,129265815,residential,,,,,,
472,129265816,residential,,,,,,
473,129265817,residential,,,,,,
474,129265818,residential,,,,,,
475,129265819,residential,,,,,,
476,129265820,residential,,,,,,
477,129265821,residential,,,,,,
478,129265822,residential,,,,,,
479,129265823,unclassified,,,,,,
480,129265824,residential,,,,,,
481,129265825,residential,,,,,,
482,129265826,residential,,,,,,
483,129265827,residential,,,,,,
484,129265829,residential,,,,,,
485,129265830,residential,,,,,,
486,129265831,residential,,,,,,
487,129265832,residential,,,,,,
488,129265833,residential,,,,,,
489,129265834,residential,,,,,,
490,129265835,residential,,,,,,
491,129265836,residential,,,,,,
492,129265837,residential,,,,,,
493,129265838,residential,,,,,,
494,129265839,residential,,,,,,
495,129265840,residential,,,,,,
496,129265841,residential,,,,,,
497,129265842,residential,,,,,,
498,129265843,unclassified,,,,,,
499,129265844,residential,,,,,,
500,129265845,residential,,,,,,
501,129265846,unclassified,,,,,,
502,129265847,residential,,,,,,
503,129265848,residential,,,,,,
504,129265849,residential,,,,,,
505,129265850,residential,,,,,,
506,129265851,residential,,,,,,
507,129265852,residential,,,,,,
508,129265853,residential,,,,,,
509,129265854,residential,,,,,,
510,129265855,residential,,,,,,
511,129265856,residential,,,,,,
512,129265857,residential,,,,,,
513,129265858,residential,,,,,,
514,129265859,residential,,,,,,
515,129265860,residential,,,,,,
516,129265861,residential,,,,,,
517,129265862,residential,,,,,,
518,129265863,residential,,,,,,
519,129265864,residential,,,,,,
520,129265866,residential,,,,,,
521,129265867,residential,,,,,,
522,129265868,residential,,,,,,
523,129265869,residential,,,,,,
524,129265870,residential,,,,,,
525,129265871,residential,,,,,,
526,129265872,residential,,,,,,
527,129265873,residential,,,,,,
528,129265874,residential,,,,,,
529,129265875,residential,,,,,,
530,129265876,residential,,,,,,
531,129265877,residential,,,,,,
532,129265878,residential,,,,,,
533,129265879,residential,,,,,,
534,129265881,residential,,,,,,
535,129265882,residential,,,,,,
536,129265883,residential,,,,,,
537,129265884,residential,,,,,,
538,129265885,residential,,,,,,
539,129265886,residential,,,,,,
540,129265887,residential,,,,,,
541,129269648,residential,,,,,,
542,129269650,residential,,,,,,
543,129269653,residential,,,,,,
544,129269655,residential,,,,,,
545,129269658,residential,,,,,,
546,129269661,residential,,,,,,
547,129269663,residential,,,,,,
548,129269666,residential,,,,,,
549,129269668,residential,,,,,,
550,129269670,unclassified,,,,,,
551,129269675,residential,,,,,,
552,129269684,residential,,,,,,
553,129269688,residential,,,,,,
554,129269692,residential,,,,,,
555,129269694,residential,,,,,,
556,129269698,residential,,,,,,
557,129269701,residential,,,,,,
558,129269705,residential,,,,,,
559,129269709,residential,,,,,,
560,129269711,residential,,,,,,
561,129269714,unclassified,,,,,,
562,129269717,residential,,,,,,
563,129269719,residential,,,,,,
564,129269723,residential,,,,,,
565,129269725,residential,,,,,,
566,129269728,residential,,,,,,
567,129269733,residential,,,,,,
568,129269736,residential,,,,,,
569,129269740,residential,,,,,,
570,129269744,residential,,,,,,
571,129269746,residential,,,,,,
572,129269752,residential,,,,,,
573,129269755,residential,,,,,,
574,129269759,residential,,,,,,
575,129269761,residential,,,,,,
576,129269764,residential,,,,,,
577,129269766,residential,,,,,,
578,129269772,residential,,,,,,
579,129269788,residential,,,,,,
580,129269790,residential,,,,,,
581,129269797,unclassified,,,,,,
582,129269818,residential,,,,,,
583,129269819,residential,,,,,,
584,129269824,residential,,,,,,
585,129269829,residential,,,,,,
586,129269834,residential,,,,,,
587,129269840,residential,,,,,,
588,129269843,residential,,,,,,
589,129269845,residential,,,,,,
590,129269850,residential,,,,,,
591,129269857,residential,,,,,,
592,129269875,residential,,,,,,
593,129269880,residential,,,,,,
594,129269883,residential,,,,,,
595,129269887,residential,,,,,,
596,129269891,residential,,,,,,
597,129269899,residential,,,,,,
598,129269904,residential,,,,,,
599,129269907,residential,,,,,,
600,129269909,residential,,,,,,
601,129269912,residential,,,,,,
602,129269915,residential,,,,,,
603,129269918,residential,,,,,,
604,129269926,residential,,,,,,
605,129269929,residential,,,,,,
606,129269931,residential,,,,,,
607,129269939,residential,,,,,,
608,129269941,residential,,,,,,
609,129269943,residential,,,,,,
610,129269945,residential,,,,,,
611,129269946,residential,,,,,,
612,129269948,residential,,,,,,
613,129269950,residential,,,,,,
614,129269952,residential,,,,,,
615,129269953,residential,,,,,,
616,129269958,residential,,,,,,
617,129269961,residential,,,,,,
618,129269963,residential,,,,,,
619,129269969,residential,,,,,,
620,129269978,residential,,,,,,
621,129269985,residential,,,,,,
622,129269988,residential,,,,,,
623,129269991,residential,,,,,,
624,129269994,residential,,,,,,
625,129269996,residential,,,,,,
626,129269997,residential,,,,,,
627,129269999,residential,,,,,,
628,129270001,residential,,,,,,
629,129270004,residential,,,,,,
630,129270010,residential,,,,,,
631,129270012,residential,,,,,,
632,129270018,residential,,,,,,
633,129270021,residential,,,,,,
634,129270026,residential,,,,,,
635,129270035,residential,,,,,,
636,129380021,residential,,,,,,
637,129380022,unclassified,,,,,,
638,129380023,residential,,,,,,
639,129380024,residential,,,,,,
640,129380025,residential,,,,,,
641,129380026,unclassified,,,,,,
642,129380027,residential,,,,,,
643,129380028,residential,,,,,,
644,129380029,residential,,,,,,
645,129380030,unclassified,,,,,,
646,129380031,residential,,,,,,
647,129380032,residential,,,,,,
648,129380033,residential,,,,,,
649,129380034,residential,,,,,,
650,129380035,residential,,,,,,
651,129380036,residential,,,,,,
652,129380037,residential,,,,,,
653,129380038,residential,,,,,,
654,129380039,residential,,,,,,
655,129380040,residential,,,,,,
656,129380041,residential,,,,,,
657,129380042,residential,,,,,,
658,129380043,residential,,,,,,
659,129380044,residential,,,,,,
660,129380045,residential,,,,,,
661,129380046,residential,,,,,,
662,129380047,residential,,,,,,
663,129380048,residential,,,,,,
664,129380049,residential,,,,,,
665,129380050,residential,,,,,,
666,129380051,residential,,,,,,
667,129380052,residential,,,,,,
668,129380053,residential,,,,,,
669,129380054,residential,,,,,,
670,129380055,residential,,,,,,
671,129380056,residential,,,,,,
672,129380057,residential,,,,,,
673,129380058,residential,,,,,,
674,129380059,residential,,,,,,
675,129380060,residential,,,,,,
676,129380061,residential,,,,,,
677,129380062,residential,,,,,,
678,129380063,residential,,,,,,
679,129380064,residential,,,,,,
680,129380065,residential,,,,,,
681,129380066,residential,,,,,,
682,129380067,residential,,,,,,
683,129380068,residential,,,,,,
684,129380069,residential,,,,,,
685,129380070,residential,,,,,,
686,129380071,residential,,,,,,
687,129380072,residential,,,,,,
688,129380073,residential,,,,,,
689,129380074,residential,,,,,,
690,129380075,residential,,,,,,
691,129380076,tertiary,,,,,,
692,129380077,residential,,,,,,
693,129380078,unclassified,,,,,,
694,129380079,unclassified,,,,,,
695,129380080,residential,,,,,,
696,129380081,residential,,,,,,
697,129380082,residential,,,,,,
698,129380083,residential,,,,,,
699,129380084,residential,,,,,,
700,129380085,residential,,,,,,
701,129380086,residential,,,,,,
702,129380087,residential,,,,,,
703,129380088,residential,,,,,,
704,129380089,residential,,,,,,
705,129380090,residential,,,,,,
706,129380091,residential,,,,,,
707,129380092,residential,,,,,,
708,129380093,residential,,,,,,
709,129380094,residential,,,,,,
710,129380095,residential,,,,,,
711,129380096,residential,,,,,,
712,129380099,residential,,,,,,
713,129380100,residential,,,,,,
714,129380102,residential,,,,,,
715,129380103,residential,,,,,,
716,129380104,residential,,,,,,
717,129380105,residential,,,,,,
718,129380106,residential,,,,,,
719,129380107,residential,,,,,,
720,129380108,residential,,,,,,
721,129380109,residential,,,,,,
722,129380110,residential,,,,,,
723,129380111,residential,,,,,,
724,129380112,residential,,,,,,
725,129380113,residential,,,,,,
726,129380114,residential,,,,,,
727,129380115,residential,,,,,,
728,129380116,residential,,,,,,
729,129380117,residential,,,,,,
730,129380118,residential,,,,,,
731,129380119,residential,,,,,,
732,129380120,residential,,,,,,
733,129380121,residential,,,,,,
734,129380122,residential,,,,,,
735,129380123,residential,,,,,,
736,129380124,residential,,,,,,
737,129380125,residential,,,,,,
738,129380128,residential,,,,,,
739,129380130,residential,,,,,,
740,129380131,residential,,,,,,
741,129380132,residential,,,,,,
742,129380133,residential,,,,,,
743,129380134,residential,,,,,,
744,129380136,residential,,,,,,
745,129380137,residential,,,,,,
746,129380138,residential,,,,,,
747,129380139,residential,,,,,,
748,129380142,residential,,,,,,
749,129380143,residential,,,,,,
750,129380144,residential,,,,,,
751,129380703,residential,,,,,,
752,129380704,residential,,,,,,
753,129380705,residential,,,,,,
754,129380708,residential,,,,,,
755,129380716,residential,,,,,,
756,129380717,residential,,,,,,
757,129380718,residential,,,,,,
758,129380719,tertiary,,,,,,
759,129380720,residential,,,,,,
760,129380721,tertiary,,,,,,
761,129380722,residential,,,,,,
762,129380723,residential,,,,,,
763,129380724,residential,,,,,,
764,129380725,residential,,,,,,
765,129385765,residential,,,,,,
766,129385771,residential,,,,,,unpaved
767,129385772,residential,,,,,,
768,129385774,residential,,,,,,
769,129385775,residential,,,,,,
770,129385776,residential,,,,,,
771,129385777,residential,,,,,,
772,129385778,residential,,,,,,
773,129385779,residential,,,,,,
774,129385780,residential,,,,,,
775,129385781,residential,,,,,,
776,129385782,residential,,,,,,
777,129385783,residential,,,,,,
778,129385784,residential,,,,,,
779,129385785,residential,,,,,,
780,129385786,residential,,,,,,
781,129385787,residential,,,,,,
782,129385788,residential,,,,,,
783,129385789,residential,,,,,,
784,129385790,residential,,,,,,
785,129385791,residential,,,,,,
786,129385792,residential,,,,,,
787,129385794,residential,,,,,,
788,129385795,residential,,,,,,
789,129385796,residential,,,,,,
790,129385797,residential,,,,,,
791,129385798,residential,,,,,,
792,129385799,residential,,,,,,
793,129385800,residential,,,,,,
794,129385801,unclassified,,,,,,
795,129385802,residential,,,,,,
796,129385803,residential,,,,,,
797,129385804,residential,,,,,,
798,129476247,unclassified,,,,,,
799,129476248,residential,,,,,,
800,129476249,residential,,,,,,
801,129476250,residential,,,,,,
802,129476254,residential,,,,,,
803,129476255,residential,,,,,,
804,129476256,residential,,,,,,
805,129476262,residential,,,,,,
806,129476263,residential,,,,,,
807,129476264,residential,,,,,,
808,129476265,residential,,,,,,
809,129476266,residential,,,,,,
810,129476267,residential,,,,,,
811,129476268,residential,,,,,,
812,129476269,residential,,,,,,
813,129476270,residential,,,,,,
814,129476271,residential,,,,,,
815,129476272,residential,,,,,,
816,129476273,residential,,,,,,
817,129476275,residential,,,,,,
818,129476276,residential,,,,,,
819,129476277,residential,,,,,,
820,129476278,tertiary,,,,,,
821,129476279,unclassified,,,,,,
822,129476282,residential,,,,,,
823,129476283,residential,,,,,,
824,129476284,residential,,,,,,
825,129476285,residential,,,,,,
826,129476286,residential,,,,,,
827,129476287,residential,,,,,,
828,129476288,residential,,,,,,
829,129476295,residential,,,,,,
830,129476298,residential,,,,,,
831,129476303,residential,,,,,,
832,129476305,residential,,,,,,
833,129476306,residential,,,,,,
834,129476307,residential,,,,,,
835,129476308,residential,,,,,,
836,129476309,residential,,,,,,
837,129476310,residential,,,,,,
838,129476311,residential,,,,,,
839,129476312,residential,,,,,,
840,129476317,residential,,,,,,
841,129476319,residential,,,,,,
842,129476327,unclassified,,,,,,
843,129476330,residential,,,,,,
844,129476334,residential,,,,,,
845,129476338,residential,,,,,,
846,129476339,residential,,,,,,
847,129476341,residential,,,,,,
848,129476344,residential,,,,,,
849,129476348,residential,,,,,,
850,129476349,residential,,,,,,
851,129476354,residential,,,,,,
852,129476356,residential,,,,,,
853,129476359,residential,,,,,,
854,129476360,residential,,,,,,
855,129476364,residential,,,,,,
856,129476366,residential,,,,,,
857,129476368,residential,,,,,,
858,129476369,residential,,,,,,
859,129476372,residential,,,,,,
860,129476376,residential,,,,,,
861,129476377,residential,,,,,,
862,129476378,residential,,,,,,
863,129476379,residential,,,,,,
864,129476380,residential,,,,,,
865,129476381,residential,,,,,,
866,129476382,residential,,,,,,
867,129476383,residential,,,,,,
868,129476384,residential,,,,,,
869,129476385,unclassified,,,,,,
870,129476386,residential,,,,,,
871,129476387,residential,,,,,,
872,129476388,residential,,,,,,
873,129476389,residential,,,,,,
874,129476390,residential,,,,,,
875,129476391,residential,,,,,,
876,129476392,residential,,,,,,
877,129476393,residential,,,,,,
878,129476394,residential,,,,,,
879,129476395,residential,,,,,,
880,129476396,residential,,,,,,
881,129476397,residential,,,,,,
882,129476398,residential,,,,,,
883,129476399,residential,,,,,,
884,129476400,residential,,,,,,
885,129476401,residential,,,,,,
886,129476402,residential,,,,,,
887,129476403,residential,,,,,,
888,129476404,residential,,,,,,
889,129476405,residential,,,,,,
890,129476406,residential,,,,,,
891,129476407,residential,,,,,,
892,129476408,residential,,,,,,
893,129476740,residential,,,,,,
894,129476742,residential,,,,,,
895,129476743,residential,,,,,,
896,129476744,residential,,,,,,
897,129476746,residential,,,,,,
898,129476748,residential,,,,,,
899,129476749,residential,,,,,,
900,129476752,residential,,,,,,
901,129476754,residential,,,,,,
902,129476756,residential,,,,,,
903,129476757,path,,,,,,
904,129476759,residential,,,,,,
905,129476761,residential,,,,,,
906,129476762,residential,,,,,,
907,129476763,residential,,,,,,
908,129476765,residential,,,,,,
909,129476767,residential,,,,,,
910,129476768,unclassified,,,,,,
911,129476769,unclassified,,,,,,
912,129476770,residential,,,,,,
913,129476773,residential,,,,,,
914,129476775,residential,,,,,,
915,142662077,residential,,,,,,
916,142662078,residential,,,,,,
917,142662079,residential,,,,,,
918,142662080,residential,,,,,,
919,153727084,tertiary,,,,,,
920,153727086,primary,,,,,,
921,153727087,residential,,,,,,
922,153727096,service,,,,,,
