X,Y,objectid,type_,desc_type,nom_lieu,pop_2005
16.000648050000052,-3.707165319999945,2099,1210100,Autre localité,Molébou,
16.161600288000045,-3.411472059999937,2100,1210100,Autre localité,Mosséngué,
16.173177787000043,-3.38755379,2101,1210100,Autre localité,Motimassé,
16.164362538000034,-3.069667099999947,2102,1210100,Autre localité,Mouala,
15.619383943000059,-3.1161538,2103,1210100,Autre localité,Mpoumako,
16.14239918800007,-3.436927479999952,2104,1210100,Autre localité,Ndinga mawa,
16.071751559000063,-3.181733979999933,2105,1210100,Autre localité,Ngabé centre,
16.205879947000028,-3.290383149999968,2106,1210100,Autre localité,Ngobila,
15.591452503000028,-3.252506579999931,2107,1210100,Autre localité,Ngoulayo,
15.998381660000064,-3.029976439999928,2108,1210100,Autre localité,Nigéria,
15.824275871000054,-3.571270109999944,2109,1210100,Autre localité,Nkio,
16.03286698900007,-2.99448838,2110,1210100,Autre localité,Nouveau Nganda,
16.013555169000028,-3.015763829999969,2111,1210100,Autre localité,Nouvelle Guinée,
15.512902844000052,-3.569094169999971,2112,1210100,Autre localité,Odziba,
16.018398569000055,-3.186122829999931,2113,1210100,Autre localité,Okiéné Idzoulou,
15.515482704000021,-3.620834309999964,2114,1210100,Autre localité,Omenkoro,
15.583942153000066,-3.285081339999977,2115,1210100,Autre localité,Owé Massina,
15.512888254000075,-3.534664159999977,2116,1210100,Autre localité,Papa Tsiba,
15.978786870000022,-3.2079561799999,2117,1210100,Autre localité,Pénéké,
15.727194250000025,-3.08128433,2118,1210100,Autre localité,Quatre maisons,
15.659461003000047,-3.405888369999957,2119,1210100,Autre localité,Sah,
16.181916167000054,-3.374928049999937,2120,1210100,Autre localité,Sedec,
15.74447026200005,-3.531619599999942,2121,1210100,Autre localité,Siana,
13.502211260000024,-4.541922489999934,2122,1210100,Autre localité,Boua boua,
13.71284177900003,-4.506071669999926,2123,1210100,Autre localité,Dizi,
13.538911510000048,-4.600168169999961,2124,1210100,Autre localité,Hidi,
13.482438610000031,-4.5825096799999,2125,1210100,Autre localité,Kibadissou,
13.650699360000033,-4.559240169999953,2127,1210100,Autre localité,Kibangou,
13.668798989000038,-4.570661939999979,2128,1210100,Autre localité,Kibouéssa,
13.727692249000029,-4.498148499999957,2129,1210100,Autre localité,Kikayé,
13.702179329000046,-4.533472189999941,2130,1210100,Autre localité,Kikéngué,
13.326450550000061,-4.472273739999935,2131,1210100,Autre localité,Kikoumba,
13.692215179000073,-4.451678899999933,2132,1210100,Autre localité,Kimbaoka,
13.697408519000021,-4.565391319999947,2133,1210100,Autre localité,Kimbénza,
13.70858989900006,-4.529119469999955,2134,1210100,Autre localité,Kimbinda Kikouangou,
13.588983160000055,-4.497686579999936,2136,1210100,Autre localité,Kimpangala,
13.658315910000056,-4.365270279999947,2137,1210100,Autre localité,Kinanga kéngué 2,
13.720905679000055,-4.473084099999937,2138,1210100,Autre localité,Kinanga Londé,
13.674997489000077,-4.457026299999939,2139,1210100,Autre localité,Kinanga Mbémbé,
13.675993679000044,-4.528724009999962,2140,1210100,Autre localité,Kinanga Nganda,
13.694049219000021,-4.477823139999941,2141,1210100,Autre localité,Kinanga Ntaki,
13.712102499000025,-4.520298019999927,2142,1210100,Autre localité,Kinanga Sompi,
13.709342929000059,-4.472869189999926,2144,1210100,Autre localité,Kingondala Nsémi,
13.727396209000062,-4.452627229999962,2145,1210100,Autre localité,Kingoyo loukala,
13.678245809000032,-4.475121239999964,2146,1210100,Autre localité,Kingoyo téla,
13.671561079000071,-4.461293699999942,2147,1210100,Autre localité,Kinguila,
13.612098350000053,-4.330288399999972,2148,1210100,Autre localité,Kinsaka,
13.706600449000064,-4.537271459999943,2149,1210100,Autre localité,Kinsona,
13.717344209000032,-4.534655049999969,2150,1210100,Autre localité,Kintamba,
13.518488080000054,-4.592533009999954,2151,1210100,Autre localité,Kinzambi,
13.712785289000067,-4.535618129999932,2152,1210100,Autre localité,Kinzoundou,
13.421362780000038,-4.508440979999932,2153,1210100,Autre localité,Kissénga,
13.636622960000068,-4.707657359999928,2154,1210100,Autre localité,Kitéka,
13.618582590000074,-4.717998869999974,2155,1210100,Autre localité,Kitidi Tounga,
13.328951630000063,-4.3698364,2157,1210100,Autre localité,Loumba,
13.681948859000045,-4.544447289999937,2158,1210100,Autre localité,Loubindou,
13.727247089000059,-4.464042289999952,2159,1210100,Autre localité,Makéla,
13.58339041000005,-4.533616439999946,2160,1210100,Autre localité,Mankala,
13.654084730000022,-4.600678629999948,2161,1210100,Autre localité,Mankodia,
13.475061020000055,-4.577998029999947,2162,1210100,Autre localité,Manzakala,
13.628627210000047,-4.684200939999926,2163,1210100,Autre localité,Manzaou,
13.653444430000036,-4.528367859999946,2164,1210100,Autre localité,Massinda,
13.681715749000034,-4.461616479999975,2165,1210100,Autre localité,Massissia,
13.653640820000021,-4.473373359999925,2166,1210100,Autre localité,Matébolo,
13.705001269000036,-4.478520099999969,2167,1210100,Autre localité,Matenta,
13.619004870000026,-4.332436349999966,2168,1210100,Autre localité,Mayanama,
13.614434470000049,-4.763865979999935,2169,1210100,Autre localité,Mayéyé,
13.374978420000048,-4.501027019999981,2170,1210100,Autre localité,Mbanza Kiniati,
13.594716380000023,-4.801236279999955,2171,1210100,Autre localité,Mbéngo,
13.612711650000051,-4.755549369999926,2172,1210100,Autre localité,Midimba,
13.687974269000051,-4.4587,2173,1210100,Autre localité,Mikondo,
13.624573550000036,-4.623680749999949,2174,1210100,Autre localité,Minga,
13.665407919000074,-4.457771789999981,2175,1210100,Autre localité,Missassa,
13.672234729000024,-4.65645424,2176,1210100,Autre localité,Mongo yangui,
13.33834556000005,-4.496536079999942,2177,1210100,Autre localité,Mpoussidi,
13.541116790000046,-4.618031089999931,2178,1210100,Autre localité,Nkébassani,
13.641890480000029,-4.336905919999936,2179,1210100,Autre localité,Nkéngué Mandou,
13.701321609000047,-4.532103339999935,2180,1210100,Autre localité,Nsatou,
13.385650670000075,-4.50632639,2181,1210100,Autre localité,Nsoukou Bouadi,
13.599176140000054,-4.785395739999956,2182,1210100,Autre localité,Ntima Louzolo,
13.524373180000055,-4.624464959999955,2183,1210100,Autre localité,Ntoto Hola,
13.348339470000042,-4.483800109999947,2184,1210100,Autre localité,Ntoto Hola 2,
13.536522670000068,-4.598629079999967,2185,1210100,Autre localité,Nzangui,
13.704034329000024,-4.537550659999965,2186,1210100,Autre localité,Nzémbidika,
13.635182450000059,-4.339275309999948,2187,1210100,Autre localité,Panga,
13.405110850000028,-4.19709384,2188,1210100,Autre localité,Bodissa,
13.326979360000053,-4.344461699999954,2190,1210100,Autre localité,Bouzitou,
13.219439040000054,-4.2535996899999,2191,1210100,Autre localité,Carrière,
13.171608630000037,-4.199582429999964,2192,1210100,Autre localité,Castel Saris,
13.128519200000028,-4.112271669999927,2193,1210100,Autre localité,Cité Mbongo,
13.209550070000034,-4.159617099999934,2194,1210100,Autre localité,Diabou Fouana,
13.205116210000028,-4.27287673,2195,1210100,Autre localité,Dolisie,
13.298770490000038,-4.203070139999966,2196,1210100,Autre localité,Hakou,
13.31554938000005,-4.204535549999946,2197,1210100,Autre localité,Kibakalengo,
13.38834638000003,-4.025026699999955,2198,1210100,Autre localité,Kilantari,
13.365723700000046,-4.201733899999965,2199,1210100,Autre localité,Kilounga Nsingaga,
13.385738520000075,-4.028422629999966,2200,1210100,Autre localité,Kimbada,
13.357166620000044,-4.211841469999968,2201,1210100,Autre localité,Kimbahouka,
13.148923350000075,-4.143501629999946,2202,1210100,Autre localité,Kimbaka,
13.332763880000073,-4.359106899999972,2203,1210100,Autre localité,Kimbédi Louamba,
13.254598860000044,-4.236821219999968,2204,1210100,Autre localité,Kimbenza,
13.293413110000074,-4.139483259999963,2205,1210100,Autre localité,Kimbenzé,
13.327121190000071,-4.2540302699999,2206,1210100,Autre localité,Kimbonga Louamba,
13.353612530000078,-4.368980359999966,2207,1210100,Autre localité,Kimbonga Nsenguila,
13.39129304000005,-4.201982169999951,2208,1210100,Autre localité,Kiméni,
13.40826756000007,-4.174202109999953,2209,1210100,Autre localité,Kimpalaga,
13.374725620000049,-4.168374429999972,2210,1210100,Autre localité,Kimpambou Loukélo,
13.363130180000041,-4.371455119999951,2211,1210100,Autre localité,Kinanga Yandi,
13.336187810000069,-4.191610649999973,2212,1210100,Autre localité,Kindamba Mouamba,
13.306981400000041,-4.204235229999938,2213,1210100,Autre localité,Kindoulou,
13.168307510000034,-4.245993949999956,2216,1210100,Autre localité,Kingouala Minguéngué,
13.235949300000073,-4.237514149999924,2217,1210100,Autre localité,Kingouala Moussanda,
13.435679740000069,-4.240127879999932,2219,1210100,Autre localité,Kinsoumbou,
13.15251851000005,-4.143983589999948,2220,1210100,Autre localité,Kiossi,
13.308499530000063,-4.204722969999978,2221,1210100,Autre localité,Kitamba,
13.264232020000065,-4.423516709999944,2222,1210100,Autre localité,Kitoumba,
13.135446170000023,-4.095680779999952,2223,1210100,Autre localité,Kizounou,
13.280939750000073,-4.342629579999937,2224,1210100,Autre localité,Léka,
13.250511600000038,-4.341288399999939,2225,1210100,Autre localité,Léngo,
13.294062040000028,-4.1614705,2226,1210100,Autre localité,Léngolo,
13.267492750000031,-4.370137229999955,2228,1210100,Autre localité,Londé,
13.221848090000037,-4.160029149999957,2229,1210100,Autre localité,Louadi,
13.399300020000055,-4.051855749999959,2230,1210100,Autre localité,Louangou,
13.414353910000045,-4.048168299999929,2231,1210100,Autre localité,Maki,
13.298687420000022,-4.144608709999943,2232,1210100,Autre localité,Makoutou,
13.420429960000035,-4.2587145,2233,1210100,Autre localité,Mansiédi,
13.377557610000054,-4.369258719999948,2235,1210100,Autre localité,Mbandza Loukélo,
13.151809910000054,-4.268786019999936,2236,1210100,Autre localité,Mbouadi,
13.268284420000043,-4.399564669999961,2238,1210100,Autre localité,Mikakati,
13.198389490000068,-4.149678759999972,2239,1210100,Autre localité,Moufouma,
13.285351480000031,-4.405319089999978,2240,1210100,Autre localité,Moukoula,
13.307944400000054,-4.08456537,2241,1210100,Autre localité,Mouloundou,
13.202534590000027,-4.154008259999955,2242,1210100,Autre localité,Moundéda,
13.225907610000036,-4.281652749999978,2243,1210100,Autre localité,Moussitou,
13.327385890000073,-4.243361359999938,2245,1210100,Autre localité,Mpalou,
13.180318940000063,-4.148269009999979,2246,1210100,Autre localité,Mpila,
13.394603970000048,-4.147440289999963,2247,1210100,Autre localité,Mvouanzi,
13.395262450000075,-4.339433139999926,2249,1210100,Autre localité,Ndiénguila,
13.138971770000069,-4.276728799999944,2250,1210100,Autre localité,Ngoumbou,
13.093950800000073,-4.114790089999929,2251,1210100,Autre localité,Ngounga,
13.255667890000041,-4.24733078,2252,1210100,Autre localité,Nkossa Bikoba,
13.229913660000022,-4.268670179999958,2253,1210100,Autre localité,Nkota,
13.205795060000071,-4.156073649999939,2254,1210100,Autre localité,Nsangou,
13.294171250000034,-4.300620829999957,2255,1210100,Autre localité,Nsoni,
13.214195410000059,-4.15705148,2256,1210100,Autre localité,Ntandou,
13.432751690000032,-4.247482489999925,2257,1210100,Autre localité,Ouénzé,
13.242996970000036,-4.268284199999925,2258,1210100,Autre localité,Samoussoualou,
13.312994580000066,-4.297369899999978,2259,1210100,Autre localité,Sémono Moulongui,
13.417648920000033,-4.250549929999977,2260,1210100,Autre localité,Tidi Tounga,
14.126851558000055,-3.937791539999978,2262,1210100,Autre localité,Kinkouala,
14.22662604900006,-3.882313479999937,2263,1210100,Autre localité,Bantsiélissi,
14.073295889000065,-3.759422209999968,2264,1210100,Autre localité,Bantsia,
14.139482919000045,-3.830596549999939,2265,1210100,Autre localité,Batalébé,
14.068002969000077,-3.5627654099999,2266,1210100,Autre localité,Bingo,
14.111809979000043,-3.961676109999928,2267,1210100,Autre localité,Boumboulou,
14.093830049000076,-3.544038309999962,2268,1210100,Autre localité,Itouh,
14.064293639000027,-3.815014929999961,2270,1210100,Autre localité,Kibamba,
14.113522489000047,-3.872442699999965,2271,1210100,Autre localité,Kibiti 1,
14.062652219000029,-3.839334849999943,2272,1210100,Autre localité,Kibiti 2,
14.039724019000062,-3.745875129999945,2273,1210100,Autre localité,Kidoua,
14.034723209000049,-3.711699339999939,2274,1210100,Autre localité,Kimbimi,
14.125757969000063,-3.905403029999945,2275,1210100,Autre localité,Kimboussi,
14.067617399000028,-3.829369859999929,2278,1210100,Autre localité,Kimpori,
14.058163789000048,-3.752205139999944,2279,1210100,Autre localité,Kindzélé,
14.031826679000062,-3.681570759999943,2280,1210100,Autre localité,Kingah,
14.127912539000022,-3.758737159999953,2281,1210100,Autre localité,Kinkouambala,
14.120255339000039,-3.879462459999957,2282,1210100,Autre localité,Kintouari,
14.036745599000028,-3.855707979999977,2283,1210100,Autre localité,Kintsoko,
14.295591509000076,-3.905665049999925,2284,1210100,Autre localité,Loussiloulou,
14.196415819000038,-3.675961919999963,2285,1210100,Autre localité,Malima,
14.031359889000043,-3.68979516,2286,1210100,Autre localité,Massina,
14.259626019000052,-3.896578889999944,2288,1210100,Autre localité,Matamou,
14.209544569000059,-3.880416149999974,2289,1210100,Autre localité,Matsiti,
14.195662709000032,-3.685099869999931,2290,1210100,Autre localité,Maya maya,
14.193871499000068,-3.68625113,2291,1210100,Autre localité,Mayama,
14.144854709000072,-3.717938659999959,2292,1210100,Autre localité,Mbouh,
14.076261659000068,-3.855389969999976,2293,1210100,Autre localité,Mfoumi,
14.050723929000071,-3.585011399999928,2294,1210100,Autre localité,Mikata,
14.138661239000044,-3.730541359999961,2295,1210100,Autre localité,Mingali,
14.076082619000033,-3.812596249999956,2296,1210100,Autre localité,Minguélé,
14.065981169000054,-3.572397469999942,2297,1210100,Autre localité,Missa,
14.275936609000041,-3.899081819999935,2298,1210100,Autre localité,Mouazégué,
14.095099399000048,-3.611637019999932,2300,1210100,Autre localité,Moudzi Moukoulou,
14.254567199000064,-3.6587465,2301,1210100,Autre localité,Moukomo,
14.118928059000041,-3.770927039999947,2302,1210100,Autre localité,Mountémbéssé,
14.100980309000022,-3.840873019999947,2303,1210100,Autre localité,Mpandi,
14.261589479000065,-3.657707559999949,2306,1210100,Autre localité,Ndouo,
14.206730009000069,-3.672003649999965,2308,1210100,Autre localité,Ngamoubali,
14.241120789000036,-3.887519729999951,2309,1210100,Autre localité,Ngampika,
14.031568769000046,-3.728321739999956,2310,1210100,Autre localité,Ngolé,
14.123800039000059,-3.884891249999953,2311,1210100,Autre localité,Nkambou,
14.287374559000057,-3.9040618399999,2312,1210100,Autre localité,Nkita,
14.039163019000057,-3.813196559999938,2313,1210100,Autre localité,Ntsio,
14.306459989000075,-3.896393909999972,2314,1210100,Autre localité,Nzanza,
14.107668899000032,-3.523697019999929,2316,1210100,Autre localité,Talébé,
14.175181029000044,-3.692557249999936,2317,1210100,Autre localité,Tsiaki,
14.106035769000073,-3.787882209999964,2318,1210100,Autre localité,Walla,
14.180399349000027,-3.878123789999961,2319,1210100,Autre localité,Youloutari,
14.10161473900007,-3.799937309999962,2320,1210100,Autre localité,Zabata  Bambouma,
13.280032070000061,-4.647199279999938,2321,1210100,Autre localité,Diambala,
13.35161,-4.771731809999949,2322,1210100,Autre localité,Hinda,
13.35023730000006,-4.772861189999958,2323,1210100,Autre localité,Joli soir,
13.464777260000062,-4.720012699999927,2324,1210100,Autre localité,Kayes Bonga,
13.362683090000075,-4.730894259999957,2325,1210100,Autre localité,Kayes Yoka,
13.369566720000023,-4.704622779999966,2326,1210100,Autre localité,Kikondi,
13.354796640000075,-4.780431979999946,2327,1210100,Autre localité,Kimbémbo Mboté,
13.429510490000041,-4.805983959999935,2328,1210100,Autre localité,Kimboaka,
13.408394800000053,-4.843482079999944,2330,1210100,Autre localité,Kindamba Kiangou,
13.261711910000031,-4.636967909999953,2331,1210100,Autre localité,Kindamba Kingoua,
13.409535910000045,-4.82485129,2332,1210100,Autre localité,Kindamba Mboumba,
13.430404760000044,-4.8478541599999,2333,1210100,Autre localité,Kindamba Sikila,
13.41614278000003,-4.847345039999936,2334,1210100,Autre localité,Kindamba Yéngué,
13.323231400000054,-4.763680909999948,2335,1210100,Autre localité,Kindiangou,
13.451069170000039,-4.856202789999941,2336,1210100,Autre localité,Kindou,
13.493389980000075,-4.823862559999952,2337,1210100,Autre localité,Kindzolani 1,
13.474203550000027,-4.729378809999957,2338,1210100,Autre localité,Kindzolani 2,
13.383361070000035,-4.829748409999979,2340,1210100,Autre localité,Kiniangouna,
13.384996470000033,-4.810879239999963,2341,1210100,Autre localité,Kiniati 1,
13.360446790000026,-4.784104259999935,2342,1210100,Autre localité,Kiniati 2,
13.310604310000031,-4.737424259999955,2343,1210100,Autre localité,Kipanda,
13.326942900000063,-4.647738239999967,2344,1210100,Autre localité,Kipangala,
13.330517030000067,-4.598107729999981,2345,1210100,Autre localité,Kipongui,
13.469983940000077,-4.809911549999981,2347,1210100,Autre localité,Kivouanda,
13.347397680000029,-4.766316849999953,2348,1210100,Autre localité,Londéla Mpoukou,
13.34233426000003,-4.621162319999939,2349,1210100,Autre localité,Mabombo,
13.379518220000023,-4.645560529999955,2350,1210100,Autre localité,Mampoungou,
13.436770390000049,-4.841812069999946,2351,1210100,Autre localité,Mbiongo,
13.404474250000021,-4.735234829999968,2352,1210100,Autre localité,Mbota Makoko,
13.469408270000031,-4.688117299999931,2353,1210100,Autre localité,Mikindou,
13.431836220000037,-4.701311,2354,1210100,Autre localité,Mikokoto,
13.304811910000069,-4.671207979999963,2355,1210100,Autre localité,Mikondo 1,
13.468188700000042,-4.798384839999926,2356,1210100,Autre localité,Mikondo 2,
13.291921050000042,-4.726304159999927,2357,1210100,Autre localité,Mokondzi Nongo,
13.345080840000037,-4.704228159999957,2358,1210100,Autre localité,Mouloundou Kondi,
13.378423630000043,-4.656194739999933,2359,1210100,Autre localité,Moutombo,
13.481295820000071,-4.816152129999978,2360,1210100,Autre localité,Ndzo Panzou,
13.46631560000003,-4.795145819999959,2361,1210100,Autre localité,Ntoudidi,
13.389354550000064,-4.747035959999948,2362,1210100,Autre localité,Tombo,
13.454258400000072,-4.816244239999946,2363,1210100,Autre localité,Tsanda,
13.401333300000033,-4.740238319999946,2364,1210100,Autre localité,Tsangui,
13.327247080000063,-4.690842339999961,2365,1210100,Autre localité,Tsongo Ngoma,
13.053837637000072,-4.158351997999944,2366,1210100,Autre localité,Loudima gare,
12.720952510000075,-3.771191659999943,2367,1210100,Autre localité,Dihéssé,
13.008358410000028,-4.178732779999962,2368,1210100,Autre localité,Ditadi,
12.996602880000069,-4.25408442,2369,1210100,Autre localité,Doumboula,
13.036579440000025,-4.135668579999958,2370,1210100,Autre localité,Kibaka,
12.867120500000055,-4.043891929999972,2371,1210100,Autre localité,Kibouba,
12.857270670000048,-4.055068869999957,2372,1210100,Autre localité,Kilamba Kinguimbi,
12.936716440000055,-4.085799939999958,2374,1210100,Autre localité,Kimanza Panga,
13.041524510000045,-4.289648749999969,2376,1210100,Autre localité,Louwouala,
12.89146272000005,-4.100110109999946,2377,1210100,Autre localité,Mandzassi,
12.905250360000025,-4.075242599999967,2378,1210100,Autre localité,Mayéko,
12.823998120000056,-4.028642899999966,2379,1210100,Autre localité,Mbomo,
13.071147590000066,-4.073015689999977,2380,1210100,Autre localité,Mboulou Mounoua,
12.982983210000043,-4.2311171599999,2381,1210100,Autre localité,Mikassou,
12.912121760000048,-4.144669229999977,2382,1210100,Autre localité,Mont Mbélo,
12.832178690000035,-4.11773692,2383,1210100,Autre localité,Moubotsi,
12.820959340000059,-3.939323159999958,2384,1210100,Autre localité,Mouindi,
13.063054860000022,-4.096355439999968,2385,1210100,Autre localité,Moulanga,
13.083155250000061,-4.111890209999956,2386,1210100,Autre localité,Mpassi Mpé,
13.123742180000022,-3.985616829999969,2388,1210100,Autre localité,Pika Songho,
12.781747460000076,-3.868361969999967,2390,1210100,Autre localité,Sinda,
13.103525620000028,-4.0289615,2391,1210100,Autre localité,Soulou,
12.988337990000048,-4.236455759999956,2392,1210100,Autre localité,Tadi Mossi,
12.884198620000063,-4.179960309999956,2393,1210100,Autre localité,Tsanga,
13.756348389000038,-4.214748229999941,2394,1210100,Autre localité,Bouansa,
13.773892629000045,-4.226360599999964,2395,1210100,Autre localité,Boussana,
13.522223310000072,-4.127919669999926,2396,1210100,Autre localité,Douala,
13.519961030000047,-4.132338449999963,2397,1210100,Autre localité,Iba,
13.549211530000036,-4.109169519999966,2398,1210100,Autre localité,Kangou,
13.783974469000043,-4.246085979999975,2399,1210100,Autre localité,Kéngué,
13.640424400000029,-4.24921595,2400,1210100,Autre localité,Kibounda,
13.814621559000045,-4.193318889999944,2401,1210100,Autre localité,Kifouta,
13.626383960000055,-4.216198129999952,2402,1210100,Autre localité,Kihoungou,
13.525225960000057,-4.109107919999929,2403,1210100,Autre localité,Kikimou,
13.541198090000023,-4.261753689999978,2407,1210100,Autre localité,Kimbonga Aubeville,
13.473988390000045,-4.2013578899999,2408,1210100,Autre localité,Kimbouaka,
13.529190100000051,-4.198823789999949,2409,1210100,Autre localité,Kimpambou 2,
13.66916468900007,-4.20024904,2410,1210100,Autre localité,Kimpambou Kayes,
13.615958630000023,-4.1785568499999,2411,1210100,Autre localité,Kingoma Socoton,
13.509260950000055,-4.206456089999961,2412,1210100,Autre localité,Kinguémbo,
13.476192830000059,-4.296621819999928,2413,1210100,Autre localité,Kingoye Moudoko,
13.529338200000041,-4.167035249999969,2414,1210100,Autre localité,Kiniadi,
